,0,Eddmcotin,0,14,Tue Sep 10 08:12:26 +0000 2013,2,1850793260,False,
,1432,Roxy254,714,865,Mon Nov 21 13:17:33 +0000 2011,27058,417865429,False,"Too sweet for a nemesis 

IG: @roxygrayc


Leave me alone"
"Nairobi,KENYA",267,KevoVybz,166,592,Wed Mar 20 09:05:08 +0000 2013,2251,1282753518,True,"Cool, polite young highschool boy | #MUFC | #TeamRoots | #TheTREND | #GORMAHIAFC | #TeamREGGEA | #TEKETEKEFamily
MANCHESTER UNITED 4 LIFE."
"Nairobi,Kenya ",119,NIMPRETTY,7,119,Sat Aug 10 06:00:49 +0000 2013,132,1659420061,True,it will take you forever to understand
"kabete,kenya",5,ngaaristevo,0,43,Mon Aug 08 04:59:44 +0000 2011,15,350690017,False,am always me..
"Mombasa, Kenya.",264,MsRwingo,68,201,Thu Sep 20 17:24:48 +0000 2012,2385,835993146,False,#TMARSENAL#MyCEO/MD: JESUS #teampush-upbrasI'm the bitch in Apartment #23
kenya,64,kaari9,53,123,Thu Jan 12 10:24:29 +0000 2012,1468,461912462,False,karma is bitch..just make cua the bitch is beautiful..u can trust a big bumm n a smile:))
,2,vjkedi,0,8,Fri Aug 30 13:44:14 +0000 2013,3,1712764554,False,
,316,didimae,6,515,Tue Feb 17 10:11:46 +0000 2009,1120,21078033,False,"Nairobi based writer & photographer, formerly of @TimeOutLondon/@IChronicle."
,173,Vivchichii,36,198,Thu Oct 13 06:59:02 +0000 2011,3552,389942089,False,"God fearing,Passionate about Africa and the people/Environment.Offense comes to all, even the innocent.Response is everything and i love shoes more than clothes"
nairobi,347,nandwa_moses,15,645,Thu Jul 09 12:25:38 +0000 2009,1981,55220063,True,"izme passionate about trends in technology, food, food, food n more food... time keeper and perfectionist pin:25A4EB5D"
Ngong,10,wanyama1990,6,152,Fri Jan 04 16:10:17 +0000 2013,18,1060819075,False,
"Manchester, England",393,Zion254,532,426,Sat Apr 25 05:33:44 +0000 2009,4543,35157082,False,"Young, black African / Shoutout the 254"
"Dar es salaam,Tanzania",598,Deetigress,148,323,Mon Dec 26 22:31:59 +0000 2011,8970,447452721,False,"Daughter,sister,friend #fashionista #pisces, a fan of #ChelseaFC #Philanthropist,A strong believer of African culture & of d almighty God:)X"
In the Middle of Nowhere,398,George_kalo,51,592,Sat May 01 19:08:46 +0000 2010,4755,139164454,False,Why so SERIOUS??
"Nairobi, Kenya",6699,Fena_menal,1068,717,Tue Apr 07 05:56:15 +0000 2009,43596,29395379,True,Something like a 'FENA'MENON ;) #AfricaMassive #Fenamenal #Dutch #BRIKICHO #FenaMusic http://soundcloud.com/fena-music
CEO Afia Drinking Water,3,MokuaEugene,0,89,Mon Feb 11 16:26:08 +0000 2013,16,1169349684,False,
Nairobi,2032,Pytah1,561,1854,Wed Feb 10 13:28:16 +0000 2010,26970,113029140,True,#Hardrock #Metalcore #Deathcore #DepressedSubcore #CFC #FcBarca . Insist to exist
,2,mwitigitiye,0,11,Thu Sep 05 14:11:25 +0000 2013,4,1732041618,False,
East Africa,923,EAAG_Africa,22,1620,Thu Apr 29 10:44:53 +0000 2010,2737,138369571,False,EAAG brings together Trusts & Fdns in East Africa; #Philanthropy #LocalGiving #EAPA #tech4devpt #impinv #socialent. & annual regional philanthropy conference
,1,OliverOveta543,0,43,Mon Sep 09 13:04:08 +0000 2013,6,1845538850,False,
nairobi,20,EMuchekehu,2,152,Tue Jun 07 06:12:37 +0000 2011,83,312488398,True,
kenya,30,KMjomba,7,40,Thu Oct 27 08:51:07 +0000 2011,39,399294630,False,chase that block that my friend!!!
Nairobi,2,Dayan1peter,0,79,Fri May 31 07:36:03 +0000 2013,8,1471585154,True,
Nairobi,157,masukuma,2,247,Fri Jul 10 17:11:27 +0000 2009,974,55612810,True,"Husband, Father of two and Software Developer cum Wantrepreneur looking at changing the world one line of code at a time!"
,0,wilsherelangat,0,10,Tue Sep 10 12:55:26 +0000 2013,1,1851427508,False,
+254 ⇋ +233,2413,vivianneodhis,627,2387,Mon Aug 17 15:58:26 +0000 2009,3732,66386341,False,Due to the cost of energy the light at the end of the tunnel has now been shut off. In it's place you'll find a hyper-Me with a glow stick *^_^* !!!
"Mombasa, Kenya",159,Omuch,14,514,Tue Feb 02 09:23:20 +0000 2010,3581,110655643,False,"that guy who don't give a shit, i knew YOLO before it became a song,hustler with a growing bank account!"
,7,jlkeen,3,255,Fri Jul 01 13:25:06 +0000 2011,55,327376386,False,5' 9'' X
,79,AbdirsacA,136,76,Wed Sep 05 23:34:12 +0000 2012,199,805622190,False,Gothenburg :-) InstaG: Shaaaaaax
THE PUNCH,1117,PunchlinesKenya,787,101,Sun Jan 09 09:59:49 +0000 2011,7134,235900304,False,We tweet and retweet punchlines
Kenya,49,renefiedel,26,154,Fri May 04 08:22:59 +0000 2012,96,570644774,False,Dovahkiin# I'm an avid gamer with an Xbox 360 # I'll always follow back.
"Nairobi, Kenya ",990,Kipsizoo,676,871,Thu Jul 16 14:44:47 +0000 2009,14661,57351608,True,"Geek in mind, #Agribusiness by profession, open source enthusiast, #Wikimedian #ICT #Farming #Youth and #Agriblogger from #Nairobi."
Ugunja city,180,fndaga,46,622,Sat May 15 07:48:28 +0000 2010,2812,144088022,False,"Online Kenyan, Religious, Vegetarian, Humanitarian, Blogger, Reader, Art Critic, Safety enthusiast, Writer of human-interest stories. K'ogalo follower, MUFC fan"
,30,Kitusa,0,120,Fri Jun 12 12:55:18 +0000 2009,21,46644711,False,
"Nairobi,Kenya",207,JMbogoh,9,531,Mon Nov 01 11:55:58 +0000 2010,249,210786913,True,"Techie Lover ,Farmer, Green Earth Campaigner and Jesus is King over my life."
Makkah / Dhahran,1236,SarhanIY,73,467,Mon Jul 26 09:16:21 +0000 2010,6212,171000144,False,‏لا أُحِبُّ الآفِلِينَ
,3,agaitweets,0,44,Wed Nov 30 15:36:17 +0000 2011,15,425111993,False,Born 25.11.1973 in Nakuru County married with three kids two girls and a boy. Currently working as a Detective with The Directorate of Criminal Investigations.
,41,JPVNaicker,0,22,Tue Feb 24 09:35:51 +0000 2009,126,21741433,False,"I am a very unspecial, overanalytical, classically intelligent, philosopher stuck in a permanent pre-life crisis."
,89,Chavasmotel,34,327,Thu Feb 03 14:09:21 +0000 2011,2142,246801963,False,"Manchester utd alwz,300kms away from Nairobi,Tall..... N thats all!!"
"Wilmslow, UK",14,Stanchion77,1,19,Thu Jun 18 17:23:07 +0000 2009,917,48420423,False,
Burundi - China,434,SamanthaMI,106,236,Fri Mar 20 05:42:55 +0000 2009,22309,25467954,False,
Nairobi.,35,lewixx,3,72,Sun Jan 30 19:25:19 +0000 2011,247,245051289,True,"God's gift to earth, Father, Loves Africa & working on my full potential."
,32,i_Wambua,0,43,Wed Mar 23 10:54:36 +0000 2011,756,270846346,False,"Chelsea fan #1,Football is the only culture I understand,Finally n most importantly Christ's ambassador."
,232,greenwoodtree,22,232,Fri May 01 09:20:18 +0000 2009,2658,36913460,False,"evidence-based forestry, music, politics and sport - so much overlap and room for improvement."
,0,atifshiku,0,0,Tue Sep 10 18:29:13 +0000 2013,0,1852195160,False,
,12,judgejorges,1,33,Wed Jun 20 15:40:19 +0000 2012,75,613530980,False,
"Nairobi, Kenya",528,IanWaimiri,33,356,Mon Jul 11 20:46:11 +0000 2011,10781,333626980,True,Living life in 3D. #Martian BBM: 2A78FEBC
thika,460,murigi_,23,491,Fri Apr 19 12:51:04 +0000 2013,2885,1364344016,False,life is too short not to take chances!! karma is my new bff nowadays.. never fucks me!!  #MUFC #THIKAUTD #GOR #RUGBY15s
"Thika,Kenya",554,Scubyjim,28,555,Mon Jul 23 18:46:23 +0000 2012,1042,712906219,False,Life is what you make it.always live it to the best..YOLO $;-) #Teamfollowback #Teamlumia #TeamLOB #TeamRock...#TeamChelsea_Blue is the colour. ect..No! etc..
nairobi,14,okudo_fay,2,76,Mon Sep 09 15:15:13 +0000 2013,2,1847274864,True,"a sister,friend n lover of nature"
 Nairobi kenya,0,murithis3,1,5,Sat Sep 07 14:00:50 +0000 2013,2,1748146844,True,
,2,innocentopenji,1,34,Fri Nov 11 21:39:19 +0000 2011,4,410267928,False,
Nairoberry,122,ciphercoded,9,458,Tue Oct 11 11:13:01 +0000 2011,409,388801354,False,i represent the ghetto.im into Hiphop music
Nairobi,32,Mwaineh,2,60,Fri Mar 11 07:03:46 +0000 2011,142,264048352,True,
Nairobi,1,mukambieric80,0,15,Sun Sep 08 07:50:30 +0000 2013,2,1815368420,True,
,12,mamushkahb,0,14,Sun Jul 28 20:00:32 +0000 2013,19,1628661889,False,
,4,AlusaCarolyne,2,69,Thu May 09 12:17:28 +0000 2013,3,1415385114,False,
,0,JennyLinna,0,6,Wed Sep 11 05:59:34 +0000 2013,0,1853424474,False,
,281,Njogu_,15,219,Mon Sep 21 07:47:41 +0000 2009,7236,75981732,False,♞ The Don Dada
,0,MutituJohn,2,0,Mon Aug 19 10:26:48 +0000 2013,2,1682918354,False,
,1,kiqbalbl,0,2,Tue Sep 10 21:14:56 +0000 2013,1,1852524770,False,
nairobi kenya ~+254~,371,shix_alexis,21,223,Wed Sep 05 07:05:37 +0000 2012,3284,804043136,True,God first... my lil angel ..my family ...would give everything for. Them.. Love wat u do en enjoy wat u have life is damn short!!!
Nairobi Kenya,7,psmucheru,10,114,Tue Aug 24 07:55:26 +0000 2010,58,182289911,True,"Husband, Father, a friend of God, pastor and a kenyan."
"Nairobery,Embakasi",277,spraggaizme,59,518,Tue Jun 19 11:05:18 +0000 2012,7947,612472708,False,"| That Guy yoh mama never did warn you about |its all about positive energy 
 #Gazayout 
#TeamDancehallKenya #TeamArsenalKenya #TeamNoSleep  #PortmoreEmpire"
Nairobi,52,ChinStiffler,34,71,Fri Feb 17 21:28:17 +0000 2012,383,495345464,True,I will never grow up...i only learnt how to behave in public....thats y my maturity level depends on whom iam with...
,128,Joshfairweatha,359,174,Tue Jun 05 13:15:41 +0000 2012,907,600101965,False,"I intend to live forever....so far so good! Adventurous...passionate...playful. 
All views are ma own!"
,2,LilygattsWa,0,7,Mon May 06 20:44:48 +0000 2013,13,1408688516,False,
Nairobi,49,Cyndymahinda,1,131,Wed Apr 03 06:26:34 +0000 2013,164,1323968838,True,
kenya,78,phyl_1,14,49,Thu Jan 21 20:11:46 +0000 2010,3184,107189944,False,"I am a child of God,i'm a daughter, i'm a lover, i'm a friend and most importantly i'm a proud mummy.. i'm my son's biggest fan...:-) :-)."
,5,stanoh32,0,74,Mon Nov 29 07:08:32 +0000 2010,16,220924462,False,
Nairobi,10,mulongoathanas,8,36,Sat Apr 14 05:27:04 +0000 2012,34,553271057,True,Am very clever but sometimes I do not understand even a single word of what am saying.
秋田大学 札幌新川  あいの里,217,Teppei_0616,1127,267,Thu Mar 22 06:09:33 +0000 2012,12847,532958469,False,日本人です、たぶん
,24,selma19471126,1,107,Sun Jul 14 09:22:46 +0000 2013,8,1592946312,False,
nairobi kenya,74,keymony,24,111,Thu Aug 19 13:23:18 +0000 2010,432,180368023,True,"Laid bak......don rily care
warr people say bout
me.............i take
compliments n criticism
positively i...... h8
wannabes!"
"Los Angeles, CA",456,Katarina_LM,381,318,Sun Jun 21 09:42:34 +0000 2009,4728,49279948,False,"Former @whitehouse intern and @Rotary Ambassadorial Scholar to Chile, LA native, @Villanova_Alum, @Lakers devotee & go big or go home life enthusiast!"
,7,bmakuyi,4,81,Fri Mar 08 09:52:19 +0000 2013,14,1251293558,False,
"Nairobi, Kenya",67,KimaniMuchina,17,547,Sun Jun 10 12:22:35 +0000 2012,136,604478617,True,"Son of Africa, Enterprenuer, Farmer, advert creative, communications graduate"
,0,rashidissa62,0,4,Wed Aug 28 11:11:01 +0000 2013,0,1707046381,False,
Nairobi Kenya,202,machariathiga,6,598,Wed Nov 04 14:05:31 +0000 2009,719,87445771,True,A Risk Management Expert within Kenya's Public Sector.
"nairobi,kenya",211,cutiesean31,87,372,Thu Mar 24 21:30:55 +0000 2011,3982,271614774,True,im just me....fun loving and crazy in ma own way!!
Kenya,41,ateroIZme,14,46,Sat Jan 21 19:57:30 +0000 2012,244,470464894,False,some people a seh dancehall.....some seh hip hop..me a jus seh REGGAE muziq.it feels good to be a part of this.
"Eldoret, Kenya",314,Susan_Mumbua,22,249,Sat Jun 04 10:21:19 +0000 2011,4896,310782646,False,| God's fav daughter| Engineering student | Busherian| WWE | Cenation| ShaneWest | MUFC | Real Madrid | Dortmund | Newcastle | Bayern | AC Milan |
Clevage,233,MosleysTwtr,20,299,Wed Sep 07 10:08:31 +0000 2011,3069,369422877,False,So you  believe in these bios?!. . .well  lemi not waste your time writing one. #ArsenalAtHeart #NakuruRFC #MiamiHeat
West Yorkshire / Nairobi,828,Ms_Kosgey,1366,516,Fri Feb 25 17:38:14 +0000 2011,16564,257554444,True,My Mothers Daughter | Afrikan Conscious | Proverbs 31 |  L'Afrique Optimist | Economics&Political Junkie | Africa is where my heart lies
Enfield,260,angelahey1986,522,268,Fri Mar 06 19:38:37 +0000 2009,8093,23107596,False,"Optimistic extrovert from MCR mad for LDN. Love laughter, travel & gravy. Hate flat shoes, losing & fish with bones in. Girlfriend to the superb @robwhite837."
,238,ivie_njoroge,8,376,Sat Sep 22 13:54:56 +0000 2012,440,839790480,False,"If music is the food for love,, Play on-William Shakespeare"
Kenya,39,knitalex,8,148,Mon Jul 11 09:58:31 +0000 2011,46,333306018,False,I am a Christian thats it.
Nairobi,255,frankastrophe,17,1522,Fri Apr 30 13:19:02 +0000 2010,822,138745629,True,"The number of followers you have does not make you better than anyone else. Hitler had millions, and Jesus had 12. #KOT #teamarsenal #hard.than.y'all"
Nairobi,27,GillianGNonny,3,27,Tue Jul 16 23:48:54 +0000 2013,36,1599504996,True,Love the way you lie
«{-_-}»,479,udezekene,215,267,Wed Mar 03 12:04:59 +0000 2010,14239,119359336,False,Day job » Student; Night job » UI/UX Designer/Developer; Sleeping job » Dreamer. #RibenaAdult
"Nairobi, kenya",373,thuoherbert,108,540,Fri May 29 08:28:51 +0000 2009,1354,43297224,True,Acumen East Africa Fellow - Class of 2013   |   Chief Marketing Officer - Virtual City  | Business Modelling & Route to Market Devt. & Execution
,0,cicy_kossy,0,26,Fri Aug 23 12:24:42 +0000 2013,2,1693672788,False,
nairobi,119,simons_alicia,11,90,Tue May 18 13:51:59 +0000 2010,883,145250106,True,"1. I love me and so should u
2. hate me, take a seat with the rest waiting for me to care
3. love God above all
."
,26,wahomegp,3,89,Thu Jul 07 11:00:30 +0000 2011,60,330918383,False,Safaricom Foundation  World of Difference Ambassador with Community Development Trust (CODET)
Kenya,24,priyapatelT,49,39,Thu Apr 07 18:47:02 +0000 2011,967,278670658,False,Living each day as it comes ....  Hand in hand wit ma man @rov4rus
westlands,21,patwambu,1,240,Wed Mar 27 15:25:35 +0000 2013,28,1307793481,False,a simple and abusinessman in the 21st century.
,30,esafali,9,80,Fri Nov 19 21:46:03 +0000 2010,137,217563899,False,Certified HR Consultant; Family person; Devoted organizer.
Ladda Land(mark)...,236,in_nos,232,340,Wed Aug 05 08:07:38 +0000 2009,25775,63070674,False,Ada innos dibalik sony...
kenya,19,linahphoenix,0,36,Wed Jun 29 05:02:41 +0000 2011,57,325974034,False,they call me cray-zeee
Nairobi,6,pchesoly,0,11,Mon May 28 17:14:01 +0000 2012,64,592978704,True,
Nairobi Kenya,16,Leon_Tevy,6,50,Tue Aug 02 13:19:00 +0000 2011,75,347221561,True,i am whom i am
nairobi,29,moswak,2,130,Fri Jan 21 11:46:53 +0000 2011,222,241073501,True,im a social and a humble human being working hard to see my end meets in the right corner
Globe,141,fredIZmean,31,157,Tue May 15 16:19:06 +0000 2012,1940,581109951,False,The 277th Most Interesting Man In The World.
kisumu Kenya ,2,OngisoMicheal,0,24,Thu Aug 01 06:29:42 +0000 2013,8,1637303402,False,
,0,damianzmum,0,0,Wed Sep 04 18:07:11 +0000 2013,2,1729521691,False,
"Nairobi,Kenya",26,crazycullz,2,96,Sat May 26 10:19:18 +0000 2012,265,590795330,True,Lovatic and Directioner!!!!! Follow me :-) typical proud kenyan ;-)
kenya,13,RichotLevis,6,93,Sat Mar 10 17:13:18 +0000 2012,13,520567384,False,am kwu...
Hustler's paradise.,442,Kiberatweets,61,379,Fri Jul 29 12:11:00 +0000 2011,11027,344671459,False,"#kibera diehard, songwriter, music addict, on top of the world."
"Nairobi, Kenya",523,Psalm_Richard,66,522,Sun May 01 21:18:02 +0000 2011,8867,291349303,True,"Socially akward :)
Business enterprenuer
Screw YOLO; HAKUNA MATATA is the motto
#TeamLibra
#AmbitionIsPriceless
Nairobi, Kenya."
,0,NjoroWanja,0,1,Wed Sep 11 11:22:07 +0000 2013,0,1854086101,False,
,156,NAISOLA,3,123,Thu Apr 09 05:09:50 +0000 2009,41,29926512,False,
Republic of Tina,943,FreakiTina,45,461,Fri Sep 04 10:29:45 +0000 2009,31654,71504485,False,"Lucky sperm club member.

No apologies.



#TeamInsomnia"
Nairobi,11,KMburugu,2,176,Wed Apr 04 18:46:53 +0000 2012,68,545353570,True,Weird and Random
,24,lenoracompany,3,399,Tue Apr 16 06:56:20 +0000 2013,13,1356248941,False,"property consultant,Letting,Management and valuation"
Nairobi,386,rwarah,11,405,Tue Aug 10 13:47:41 +0000 2010,2392,176804014,True,good kid in a mad city! lawstudent.#teamJesus
,311,jeffatee,18,1577,Thu Feb 10 12:03:50 +0000 2011,71,250091842,False,Everyone makes mistakes. The trick is to make mistakes when nobody is looking.
kenya,39,RutoNick,1,28,Tue Jun 12 08:08:52 +0000 2012,19,606136240,False,
abu dhabi..,89,kirotito1624,7,98,Fri Sep 09 09:23:10 +0000 2011,1698,370599719,False,
Nairobi @Web Tribe,212,dmuchemi,0,867,Tue May 22 08:47:14 +0000 2007,98,6226142,True,I am prepaid!
"Nairobi,kenya",39,Grashonden,6,246,Wed Feb 08 20:11:16 +0000 2012,75,486911253,True,we are all at a point of gaze
,5,MaclandAyden,0,11,Sun Nov 18 17:09:29 +0000 2012,6,955864585,False,A man after my own dreams.
"Jkuat, Nairobi ",253,gangakryss,622,257,Tue Apr 28 08:32:06 +0000 2009,1513,36021851,True,"IT Guy, #Chess, #Programmer.. #WindowsPhone, #Webdesign"
Nairobi,16,lizziegathigia,8,50,Tue May 21 14:01:47 +0000 2013,19,1446388104,True,"get to know me, u will adore me"
,0,purrycherry,0,63,Thu Sep 12 08:12:13 +0000 2013,0,1856663280,False,
nairobi,1,BrettDullo,0,5,Mon Mar 05 08:03:53 +0000 2012,7,515226404,True,
"nairobi,kenya",67,brianbiy,0,113,Sat Jun 18 15:26:34 +0000 2011,12,319692738,True,
nairobi,7,collinsngenoh,1,58,Mon Jun 14 01:05:58 +0000 2010,4,155391229,True,
,15,geelwade,3,82,Sun Aug 15 16:01:06 +0000 2010,12,178750686,False,
Nairobbery,18,wambetis,0,11,Sat Feb 26 18:02:07 +0000 2011,90,257979096,False,
"New York, USA",51,radonr,1,98,Fri Dec 04 04:45:22 +0000 2009,1418,94488842,False,"@UN staff member, occasional songwriter and full time geek, I am also a proud family guy with 6 years of experience slaying monsters and fixing boo-boos."
,259,Ogeshj,123,170,Sat Dec 04 10:29:45 +0000 2010,9944,222754717,False,Too Small a World. #TalkBig #DreamBig #ActBig #Gold
"Nairobi, Kenya",45,davidbwire,54,85,Tue Sep 08 08:28:59 +0000 2009,139,72505791,True,Business  Development | Mobile & Web Application Developer
,0,kasandifaith,0,0,Thu Sep 12 16:52:14 +0000 2013,1,1857957205,False,
,0,GREATLUIGI,0,2,Thu Sep 12 17:04:09 +0000 2013,0,1857965474,False,
kenya,2,Ptahnjuguna,1,36,Thu Sep 15 20:03:12 +0000 2011,12,374150959,False,"Tall, slim, Handsome"
,0,mascade114,0,0,Thu Sep 12 17:22:25 +0000 2013,0,1858038883,False,
kenya Nairobi,91,DjRedKenya,20,292,Tue Aug 04 19:15:11 +0000 2009,563,62901026,True,Music is my tool. Turntablez is my voice. Sound is my soul.
"Nairobi, Kenya",66,sammy_gitonga,3,238,Wed Dec 03 21:58:31 +0000 2008,84,17850476,True,Am a gospel music producer.
konza,10,koitiko,4,47,Wed May 11 14:18:50 +0000 2011,29,296852422,False,
Nairobi ,96,SSangira,1,435,Mon May 23 11:40:40 +0000 2011,58,303763019,True,Infrastructure Journalist in Nairobi
nairobi,15,Kangosh804,1,101,Sun Feb 27 11:38:08 +0000 2011,27,258296842,True,"humble,handsome and honest"
,133,chizydj,4,206,Tue Apr 24 10:29:54 +0000 2012,562,561906740,False,
Nairobi,15,steve92469951,4,170,Thu Oct 11 14:13:30 +0000 2012,51,873702697,True,"Excited on stocks and market place, look at it in 3D but when thinking, it gets to extra dimension.............can you get Tranced."
